segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id
.,UNLABELLED,UNLABELLED,UNLABELLED,0,1,476814,476815,O trovava la mia storia poco convincente e rimpiangeva le ore rubate al sonno.,['5293-15'],5481
A meno che non ascoltasse le voci dei soldati che ancora cantavano di gioia per quell ’ ultima notte da trascorrere sul ciglio della valle.,Conqueror,UNLABELLED,Conqueror,24,26,476816,476953,A meno che non ascoltasse le voci dei soldati che ancora cantavano di gioia per quell’ultima notte da trascorrere sul ciglio della valle.,"['5294-1', '5294-2', '5294-3', '5294-4', '5294-5', '5294-6', '5294-7', '5294-8', '5294-9', '5294-10', '5294-11', '5294-12', '5294-13', '5294-14', '5294-15', '5294-16', '5294-17', '5294-18', '5294-19', '5294-20', '5294-21', '5294-22', '5294-23', '5294-24', '5294-25', '5294-26']",5482
"Alla sveglia, saremmo partiti verso la costa, per imbarcarci dopo quattro giorni.",UNLABELLED,UNLABELLED,UNLABELLED,12,15,476954,477035,"Alla sveglia, saremmo partiti verso la costa, per imbarcarci dopo quattro giorni.","['5295-1', '5295-2', '5295-3', '5295-4', '5295-5', '5295-6', '5295-7', '5295-8', '5295-9', '5295-10', '5295-11', '5295-12', '5295-13', '5295-14', '5295-15']",5483
"Dopo altri otto giorni, l ’ Italia.",UNLABELLED,UNLABELLED,UNLABELLED,6,9,477036,477069,"Dopo altri otto giorni, l’Italia.","['5296-1', '5296-2', '5296-3', '5296-4', '5296-5', '5296-6', '5296-7', '5296-8', '5296-9']",5484
Sarei partito anch ’ io.,UNLABELLED,UNLABELLED,UNLABELLED,4,6,477073,477095,Sarei partito anch’io.,"['5297-1', '5297-2', '5297-3', '5297-4', '5297-5', '5297-6']",5485
"Ero arrivato due giorni prima, pronto a dire: « Eccomi », e a seguire l ’ ufficiale dei carabinieri che mi avrebbe condotto, pensavo, in qualche fortezza della vecchia colonia.",UNLABELLED,UNLABELLED,UNLABELLED,27,36,477096,477268,"Ero arrivato due giorni prima, pronto a dire: «Eccomi», e a seguire l’ufficiale dei carabinieri che mi avrebbe condotto, pensavo, in qualche fortezza della vecchia colonia.","['5298-1', '5298-2', '5298-3', '5298-4', '5298-5', '5298-6', '5298-7', '5298-8', '5298-9', '5298-10', '5298-11', '5298-12', '5298-13', '5298-14', '5298-15', '5298-16', '5298-17', '5298-18', '5298-19', '5298-20', '5298-21', '5298-22', '5298-23', '5298-24', '5298-25', '5298-26', '5298-27', '5298-28', '5298-29', '5298-30', '5298-31', '5298-32', '5298-33', '5298-34', '5298-35', '5298-36']",5486
"Rinunciavo ai miei complici, non lieto di espiare, ma stanco di attendere; e trovai il campo in subbuglio per l ’ ordine di rimpatrio.",UNLABELLED,UNLABELLED,UNLABELLED,23,28,477269,477401,"Rinunciavo ai miei complici, non lieto di espiare, ma stanco di attendere; e trovai il campo in subbuglio per l’ordine di rimpatrio.","['5299-1', '5299-2', '5299-3', '5299-4', '5299-5', '5299-6', '5299-7', '5299-8', '5299-9', '5299-10', '5299-11', '5299-12', '5299-13', '5299-14', '5299-15', '5299-16', '5299-17', '5299-18', '5299-19', '5299-20', '5299-21', '5299-22', '5299-23', '5299-24', '5299-25', '5299-26', '5299-27', '5299-28']",5487
"E nessuno mi cercava, non c ’ erano denunce contro di me.",UNLABELLED,UNLABELLED,UNLABELLED,11,14,477402,477457,"E nessuno mi cercava, non c’erano denunce contro di me.","['5300-1', '5300-2', '5300-3', '5300-4', '5300-5', '5300-6', '5300-7', '5300-8', '5300-9', '5300-10', '5300-11', '5300-12', '5300-13', '5300-14']",5488
"Quando il capitano seppe che non avevo « usufruito » la licenza in Italia, disse che mi avrebbe proposto per gli arresti.",UNLABELLED,UNLABELLED,UNLABELLED,20,24,477458,477577,"Quando il capitano seppe che non avevo «usufruito» la licenza in Italia, disse che mi avrebbe proposto per gli arresti.","['5301-1', '5301-2', '5301-3', '5301-4', '5301-5', '5301-6', '5301-7', '5301-8', '5301-9', '5301-10', '5301-11', '5301-12', '5301-13', '5301-14', '5301-15', '5301-16', '5301-17', '5301-18', '5301-19', '5301-20', '5301-21', '5301-22', '5301-23', '5301-24']",5489
Poi aggiunse che me lo sarei meritato e andò via per non ridere.,UNLABELLED,UNLABELLED,UNLABELLED,13,14,477578,477642,Poi aggiunse che me lo sarei meritato e andò via per non ridere.,"['5302-1', '5302-2', '5302-3', '5302-4', '5302-5', '5302-6', '5302-7', '5302-8', '5302-9', '5302-10', '5302-11', '5302-12', '5302-13', '5302-14']",5490
"Passando dietro la sua tenda, sentii che raccontava ad altri la mia avventura.",UNLABELLED,UNLABELLED,UNLABELLED,13,15,477643,477721,"Passando dietro la sua tenda, sentii che raccontava ad altri la mia avventura.","['5303-1', '5303-2', '5303-3', '5303-4', '5303-5', '5303-6', '5303-7', '5303-8', '5303-9', '5303-10', '5303-11', '5303-12', '5303-13', '5303-14', '5303-15']",5491
Ero sempre l ’ uomo del « dente » e della corsa all ’ oro.,UNLABELLED,UNLABELLED,UNLABELLED,11,16,477722,477774,Ero sempre l’uomo del «dente» e della corsa all’oro.,"['5304-1', '5304-2', '5304-3', '5304-4', '5304-5', '5304-6', '5304-7', '5304-8', '5304-9', '5304-10', '5304-11', '5304-12', '5304-13', '5304-14', '5304-15', '5304-16']",5492
"Stavolta, invece di tornare in Italia, chissà cos ’ avevo fatto.",UNLABELLED,UNLABELLED,UNLABELLED,10,14,477775,477837,"Stavolta, invece di tornare in Italia, chissà cos’avevo fatto.","['5305-1', '5305-2', '5305-3', '5305-4', '5305-5', '5305-6', '5305-7', '5305-8', '5305-9', '5305-10', '5305-11', '5305-12', '5305-13', '5305-14']",5493
"Forse una donna, la solita donna.",UNLABELLED,UNLABELLED,UNLABELLED,6,8,477838,477871,"Forse una donna, la solita donna.","['5306-1', '5306-2', '5306-3', '5306-4', '5306-5', '5306-6', '5306-7', '5306-8']",5494
Rideva.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,477872,477879,Rideva.,"['5307-1', '5307-2']",5495
"Dunque, nemmeno gli arresti semplici da segnare sul foglio matricolare.",UNLABELLED,UNLABELLED,UNLABELLED,10,12,477880,477951,"Dunque, nemmeno gli arresti semplici da segnare sul foglio matricolare.","['5308-1', '5308-2', '5308-3', '5308-4', '5308-5', '5308-6', '5308-7', '5308-8', '5308-9', '5308-10', '5308-11', '5308-12']",5496
Non c ’ erano denunce.,UNLABELLED,UNLABELLED,UNLABELLED,4,6,477955,477975,Non c’erano denunce.,"['5309-1', '5309-2', '5309-3', '5309-4', '5309-5', '5309-6']",5497
"C ’ era soltanto una lettera di Lei, ma non l ’ ho ancora aperta.",Narrator,Indexicals,Narrator_Indexicals,13,17,477976,478037,"C’era soltanto una lettera di Lei, ma non l’ho ancora aperta.","['5310-1', '5310-2', '5310-3', '5310-4', '5310-5', '5310-6', '5310-7', '5310-8', '5310-9', '5310-10', '5310-11', '5310-12', '5310-13', '5310-14', '5310-15', '5310-16', '5310-17']",5498
Comincio a credere che dovrò abbandonare anche il mio ultimo complice.,Narrator,Indexicals,Narrator_Indexicals,11,12,478038,478108,Comincio a credere che dovrò abbandonare anche il mio ultimo complice.,"['5311-1', '5311-2', '5311-3', '5311-4', '5311-5', '5311-6', '5311-7', '5311-8', '5311-9', '5311-10', '5311-11', '5311-12']",5499
"Per quel suo volto dei momenti gravi, ho ucciso la donna.",UNLABELLED,UNLABELLED,UNLABELLED,11,13,478109,478166,"Per quel suo volto dei momenti gravi, ho ucciso la donna.","['5312-1', '5312-2', '5312-3', '5312-4', '5312-5', '5312-6', '5312-7', '5312-8', '5312-9', '5312-10', '5312-11', '5312-12', '5312-13']",5500
"Il dottore del cantiere non sarebbe venuto, ma io l ’ ho uccisa egualmente.",UNLABELLED,UNLABELLED,UNLABELLED,13,16,478167,478240,"Il dottore del cantiere non sarebbe venuto, ma io l’ho uccisa egualmente.","['5313-1', '5313-2', '5313-3', '5313-4', '5313-5', '5313-6', '5313-7', '5313-8', '5313-9', '5313-10', '5313-11', '5313-12', '5313-13', '5313-14', '5313-15', '5313-16']",5501
Dovrò lasciarla.,UNLABELLED,UNLABELLED,UNLABELLED,2,3,478241,478257,Dovrò lasciarla.,"['5314-1', '5314-2', '5314-3']",5502
Credevo che la sua malinconia le venisse dall ’ esperienza del cuore e fosse meditatissima e sentita.,UNLABELLED,UNLABELLED,UNLABELLED,16,18,478258,478357,Credevo che la sua malinconia le venisse dall’esperienza del cuore e fosse meditatissima e sentita.,"['5315-1', '5315-2', '5315-3', '5315-4', '5315-5', '5315-6', '5315-7', '5315-8', '5315-9', '5315-10', '5315-11', '5315-12', '5315-13', '5315-14', '5315-15', '5315-16', '5315-17', '5315-18']",5503
"Ora dovrò convincermi che in lei è soltanto una traspirazione organica, un alito freddo e fetido.",UNLABELLED,UNLABELLED,UNLABELLED,16,18,478358,478455,"Ora dovrò convincermi che in lei è soltanto una traspirazione organica, un alito freddo e fetido.","['5316-1', '5316-2', '5316-3', '5316-4', '5316-5', '5316-6', '5316-7', '5316-8', '5316-9', '5316-10', '5316-11', '5316-12', '5316-13', '5316-14', '5316-15', '5316-16', '5316-17', '5316-18']",5504
"Forse lo stesso fiato che mi angustiava un tempo, rammentandomi ciò che più temevo.",UNLABELLED,UNLABELLED,UNLABELLED,14,16,478456,478539,"Forse lo stesso fiato che mi angustiava un tempo, rammentandomi ciò che più temevo.","['5317-1', '5317-2', '5317-3', '5317-4', '5317-5', '5317-6', '5317-7', '5317-8', '5317-9', '5317-10', '5317-11', '5317-12', '5317-13', '5317-14', '5317-15', '5317-16']",5505
"Se lei dovesse entrare in acqua senza spogliarsi, facendomi cenno di seguirla, starei fermo sulla riva, incapace di accettare le leggi della sua ipocrita pazzia.",UNLABELLED,UNLABELLED,UNLABELLED,25,29,478540,478701,"Se lei dovesse entrare in acqua senza spogliarsi, facendomi cenno di seguirla, starei fermo sulla riva, incapace di accettare le leggi della sua ipocrita pazzia.","['5318-1', '5318-2', '5318-3', '5318-4', '5318-5', '5318-6', '5318-7', '5318-8', '5318-9', '5318-10', '5318-11', '5318-12', '5318-13', '5318-14', '5318-15', '5318-16', '5318-17', '5318-18', '5318-19', '5318-20', '5318-21', '5318-22', '5318-23', '5318-24', '5318-25', '5318-26', '5318-27', '5318-28', '5318-29']",5506
"Dunque, nessuno mi cercava.",UNLABELLED,UNLABELLED,UNLABELLED,4,6,478705,478732,"Dunque, nessuno mi cercava.","['5319-1', '5319-2', '5319-3', '5319-4', '5319-5', '5319-6']",5507
"Il maggiore di A. e il dottore, meno di tutti.",UNLABELLED,UNLABELLED,UNLABELLED,10,13,478733,478779,"Il maggiore di A. e il dottore, meno di tutti.","['5320-1', '5320-2', '5320-3', '5320-4', '5320-5', '5320-6', '5320-7', '5320-8', '5320-9', '5320-10', '5320-11', '5320-12', '5320-13']",5508
"Ero arrivato pronto a dire: « Eccomi », e il carabiniere di guardia mi fece il saluto.",UNLABELLED,UNLABELLED,UNLABELLED,15,20,478780,478864,"Ero arrivato pronto a dire: «Eccomi», e il carabiniere di guardia mi fece il saluto.","['5321-1', '5321-2', '5321-3', '5321-4', '5321-5', '5321-6', '5321-7', '5321-8', '5321-9', '5321-10', '5321-11', '5321-12', '5321-13', '5321-14', '5321-15', '5321-16', '5321-17', '5321-18', '5321-19', '5321-20']",5509
Nessuno si curò di me.,UNLABELLED,UNLABELLED,UNLABELLED,5,6,478865,478887,Nessuno si curò di me.,"['5322-1', '5322-2', '5322-3', '5322-4', '5322-5', '5322-6']",5510
"Il postino dovette rovistare la tenda, non trovava la lettera.",UNLABELLED,UNLABELLED,UNLABELLED,10,12,478888,478950,"Il postino dovette rovistare la tenda, non trovava la lettera.","['5323-1', '5323-2', '5323-3', '5323-4', '5323-5', '5323-6', '5323-7', '5323-8', '5323-9', '5323-10', '5323-11', '5323-12']",5511
"E io già sentivo che, la trovasse o no, la cosa non aveva importanza.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,478951,479020,"E io già sentivo che, la trovasse o no, la cosa non aveva importanza.","['5324-1', '5324-2', '5324-3', '5324-4', '5324-5', '5324-6', '5324-7', '5324-8', '5324-9', '5324-10', '5324-11', '5324-12', '5324-13', '5324-14', '5324-15', '5324-16', '5324-17']",5512
Non l ’ ho ancora aperta.,Narrator,Indexicals,Narrator_Indexicals,5,7,479021,479044,Non l’ho ancora aperta.,"['5325-1', '5325-2', '5325-3', '5325-4', '5325-5', '5325-6', '5325-7']",5513
"Quella notte, ero invece stupito del silenzio del sottotenente.",UNLABELLED,UNLABELLED,UNLABELLED,9,11,479048,479111,"Quella notte, ero invece stupito del silenzio del sottotenente.","['5326-1', '5326-2', '5326-3', '5326-4', '5326-5', '5326-6', '5326-7', '5326-8', '5326-9', '5326-10', '5326-11']",5514
"I soldati non smettevano di cantare, aspettavano l ’ alba, per convincersi che non v ’ erano contrordini sul sorgere del sole.",Conqueror,UNLABELLED,Conqueror,20,25,479112,479234,"I soldati non smettevano di cantare, aspettavano l’alba, per convincersi che non v’erano contrordini sul sorgere del sole.","['5327-1', '5327-2', '5327-3', '5327-4', '5327-5', '5327-6', '5327-7', '5327-8', '5327-9', '5327-10', '5327-11', '5327-12', '5327-13', '5327-14', '5327-15', '5327-16', '5327-17', '5327-18', '5327-19', '5327-20', '5327-21', '5327-22', '5327-23', '5327-24', '5327-25']",5515
Ancora quattro giorni e poi il fremere delle macchine del piroscafo li avrebbe rassicurati del tutto.,Conqueror,UNLABELLED,Conqueror,16,17,479235,479336,Ancora quattro giorni e poi il fremere delle macchine del piroscafo li avrebbe rassicurati del tutto.,"['5328-1', '5328-2', '5328-3', '5328-4', '5328-5', '5328-6', '5328-7', '5328-8', '5328-9', '5328-10', '5328-11', '5328-12', '5328-13', '5328-14', '5328-15', '5328-16', '5328-17']",5516
Non avrebbero trovato nemmeno la forza di salutare la folla della banchina.,Conqueror,UNLABELLED,Conqueror,12,13,479337,479412,Non avrebbero trovato nemmeno la forza di salutare la folla della banchina.,"['5329-1', '5329-2', '5329-3', '5329-4', '5329-5', '5329-6', '5329-7', '5329-8', '5329-9', '5329-10', '5329-11', '5329-12', '5329-13']",5517
"Quando, impaziente di rompere il silenzio, chiesi al sottotenente: « Ebbene ? »",UNLABELLED,UNLABELLED,UNLABELLED,10,16,479416,479492,"Quando, impaziente di rompere il silenzio, chiesi al sottotenente: «Ebbene?»","['5330-1', '5330-2', '5330-3', '5330-4', '5330-5', '5330-6', '5330-7', '5330-8', '5330-9', '5330-10', '5330-11', '5330-12', '5330-13', '5330-14', '5330-15', '5330-16']",5518
", mi rispose che la mia storia presentava alcuni punti oscuri.",UNLABELLED,UNLABELLED,UNLABELLED,10,12,479492,479554,", mi rispose che la mia storia presentava alcuni punti oscuri.","['5331-1', '5331-2', '5331-3', '5331-4', '5331-5', '5331-6', '5331-7', '5331-8', '5331-9', '5331-10', '5331-11', '5331-12']",5519
"Ero disposto a riconoscerlo, e allora egli aggiunse che potevano ridursi a quattro: il turbante della donna, le piaghe, il massacro al villaggio e la mancata denuncia del maggiore di A.",UNLABELLED,UNLABELLED,UNLABELLED,31,36,479555,479740,"Ero disposto a riconoscerlo, e allora egli aggiunse che potevano ridursi a quattro: il turbante della donna, le piaghe, il massacro al villaggio e la mancata denuncia del maggiore di A.","['5332-1', '5332-2', '5332-3', '5332-4', '5332-5', '5332-6', '5332-7', '5332-8', '5332-9', '5332-10', '5332-11', '5332-12', '5332-13', '5332-14', '5332-15', '5332-16', '5332-17', '5332-18', '5332-19', '5332-20', '5332-21', '5332-22', '5332-23', '5332-24', '5332-25', '5332-26', '5332-27', '5332-28', '5332-29', '5332-30', '5332-31', '5332-32', '5332-33', '5332-34', '5332-35', '5332-36']",5520
"« Sì » ripetei, grato che non avesse accennato al coccodrillo.",UNLABELLED,UNLABELLED,UNLABELLED,9,13,479744,479804,"«Sì» ripetei, grato che non avesse accennato al coccodrillo.","['5333-1', '5333-2', '5333-3', '5333-4', '5333-5', '5333-6', '5333-7', '5333-8', '5333-9', '5333-10', '5333-11', '5333-12', '5333-13']",5521
Avrei voluto aggiungere: il dottore.,UNLABELLED,UNLABELLED,UNLABELLED,5,7,479805,479841,Avrei voluto aggiungere: il dottore.,"['5334-1', '5334-2', '5334-3', '5334-4', '5334-5', '5334-6', '5334-7']",5522
"Ma il dottore non mi appariva più un punto oscuro, anzi troppo luminoso.",UNLABELLED,UNLABELLED,UNLABELLED,13,15,479842,479914,"Ma il dottore non mi appariva più un punto oscuro, anzi troppo luminoso.","['5335-1', '5335-2', '5335-3', '5335-4', '5335-5', '5335-6', '5335-7', '5335-8', '5335-9', '5335-10', '5335-11', '5335-12', '5335-13', '5335-14', '5335-15']",5523
Potrò infatti perdonargli di non aver sporto denuncia ?,UNLABELLED,UNLABELLED,UNLABELLED,8,9,479915,479969,Potrò infatti perdonargli di non aver sporto denuncia?,"['5336-1', '5336-2', '5336-3', '5336-4', '5336-5', '5336-6', '5336-7', '5336-8', '5336-9']",5524
"Quel misantropo voleva invitarmi ad accettare la mia condizione di « intoccabile », ma non impormi quella di imputato.",Conqueror,UNLABELLED,Conqueror,17,21,479970,480086,"Quel misantropo voleva invitarmi ad accettare la mia condizione di «intoccabile», ma non impormi quella di imputato.","['5337-1', '5337-2', '5337-3', '5337-4', '5337-5', '5337-6', '5337-7', '5337-8', '5337-9', '5337-10', '5337-11', '5337-12', '5337-13', '5337-14', '5337-15', '5337-16', '5337-17', '5337-18', '5337-19', '5337-20', '5337-21']",5525
"Forse pensava che era già sufficiente la condanna scritta sulla mia mano (fasciata con troppa cura), per aggiungerne altre nei registri di un tribunale.",Conqueror,UNLABELLED,Conqueror,24,28,480087,480239,"Forse pensava che era già sufficiente la condanna scritta sulla mia mano (fasciata con troppa cura), per aggiungerne altre nei registri di un tribunale.","['5338-1', '5338-2', '5338-3', '5338-4', '5338-5', '5338-6', '5338-7', '5338-8', '5338-9', '5338-10', '5338-11', '5338-12', '5338-13', '5338-14', '5338-15', '5338-16', '5338-17', '5338-18', '5338-19', '5338-20', '5338-21', '5338-22', '5338-23', '5338-24', '5338-25', '5338-26', '5338-27', '5338-28']",5526
Il più debole ha vinto.,UNLABELLED,UNLABELLED,UNLABELLED,5,6,480240,480263,Il più debole ha vinto.,"['5339-1', '5339-2', '5339-3', '5339-4', '5339-5', '5339-6']",5527
Gli avevo attribuito i miei risentimenti.,UNLABELLED,UNLABELLED,UNLABELLED,6,7,480264,480305,Gli avevo attribuito i miei risentimenti.,"['5340-1', '5340-2', '5340-3', '5340-4', '5340-5', '5340-6', '5340-7']",5528
"Debbo dedurne che, nei suoi panni, avrei sporto denuncia: e così la nostra improvvisa amicizia è stata uccisa non da quel colpo a vuoto ma dalla mia gretta immaginazione.",UNLABELLED,UNLABELLED,UNLABELLED,29,33,480306,480476,"Debbo dedurne che, nei suoi panni, avrei sporto denuncia: e così la nostra improvvisa amicizia è stata uccisa non da quel colpo a vuoto ma dalla mia gretta immaginazione.","['5341-1', '5341-2', '5341-3', '5341-4', '5341-5', '5341-6', '5341-7', '5341-8', '5341-9', '5341-10', '5341-11', '5341-12', '5341-13', '5341-14', '5341-15', '5341-16', '5341-17', '5341-18', '5341-19', '5341-20', '5341-21', '5341-22', '5341-23', '5341-24', '5341-25', '5341-26', '5341-27', '5341-28', '5341-29', '5341-30', '5341-31', '5341-32', '5341-33']",5529
"Potrò perdonargli, dunque, questa colpa che segna i miei limiti ?",UNLABELLED,UNLABELLED,UNLABELLED,10,13,480477,480541,"Potrò perdonargli, dunque, questa colpa che segna i miei limiti?","['5342-1', '5342-2', '5342-3', '5342-4', '5342-5', '5342-6', '5342-7', '5342-8', '5342-9', '5342-10', '5342-11', '5342-12', '5342-13']",5530
« Sì » ripetei.,UNLABELLED,UNLABELLED,UNLABELLED,2,5,480545,480558,«Sì» ripetei.,"['5343-1', '5343-2', '5343-3', '5343-4', '5343-5']",5531
"E pensavo: “ Passeremo per A., tra poche ore, e lo vedrò seduto tra gli eucalyptus del suo boschetto, sempre più irraggiungibile, circondato da un disordine che imparerò ad apprezzare ”.",UNLABELLED,UNLABELLED,UNLABELLED,29,38,480559,480743,"E pensavo: “Passeremo per A., tra poche ore, e lo vedrò seduto tra gli eucalyptus del suo boschetto, sempre più irraggiungibile, circondato da un disordine che imparerò ad apprezzare”.","['5344-1', '5344-2', '5344-3', '5344-4', '5344-5', '5344-6', '5344-7', '5344-8', '5344-9', '5344-10', '5344-11', '5344-12', '5344-13', '5344-14', '5344-15', '5344-16', '5344-17', '5344-18', '5344-19', '5344-20', '5344-21', '5344-22', '5344-23', '5344-24', '5344-25', '5344-26', '5344-27', '5344-28', '5344-29', '5344-30', '5344-31', '5344-32', '5344-33', '5344-34', '5344-35', '5344-36', '5344-37', '5344-38']",5532
"Poi per rompere il silenzio, dissi: « Il massacro del villaggio non mi sembra un punto da chiarire.",UNLABELLED,UNLABELLED,UNLABELLED,17,21,480744,480842,"Poi per rompere il silenzio, dissi: «Il massacro del villaggio non mi sembra un punto da chiarire.","['5345-1', '5345-2', '5345-3', '5345-4', '5345-5', '5345-6', '5345-7', '5345-8', '5345-9', '5345-10', '5345-11', '5345-12', '5345-13', '5345-14', '5345-15', '5345-16', '5345-17', '5345-18', '5345-19', '5345-20', '5345-21']",5533
"Purtroppo è avvenuto, e sappiamo come ».",UNLABELLED,UNLABELLED,UNLABELLED,6,9,480843,480882,"Purtroppo è avvenuto, e sappiamo come».","['5346-1', '5346-2', '5346-3', '5346-4', '5346-5', '5346-6', '5346-7', '5346-8', '5346-9']",5534
« Ma non sappiamo perché » rispose il sottotenente « e sarà bene tentare di immaginarselo.,UNLABELLED,UNLABELLED,UNLABELLED,13,17,480886,480973,«Ma non sappiamo perché» rispose il sottotenente «e sarà bene tentare di immaginarselo.,"['5347-1', '5347-2', '5347-3', '5347-4', '5347-5', '5347-6', '5347-7', '5347-8', '5347-9', '5347-10', '5347-11', '5347-12', '5347-13', '5347-14', '5347-15', '5347-16', '5347-17']",5535
"Il massacro ti apparirà più chiaro quando saprai che il giovane violinista (quello stesso che tu vedesti passare melanconico nella boscaglia e poi ritrovasti impiccato a meditare sulla sua ventura) si recò al cantiere, supponendo che la donna vi fosse stata condotta da qualche ufficiale in vena di matrimoni.",UNLABELLED,UNLABELLED,UNLABELLED,49,53,480974,481283,"Il massacro ti apparirà più chiaro quando saprai che il giovane violinista (quello stesso che tu vedesti passare melanconico nella boscaglia e poi ritrovasti impiccato a meditare sulla sua ventura) si recò al cantiere, supponendo che la donna vi fosse stata condotta da qualche ufficiale in vena di matrimoni.","['5348-1', '5348-2', '5348-3', '5348-4', '5348-5', '5348-6', '5348-7', '5348-8', '5348-9', '5348-10', '5348-11', '5348-12', '5348-13', '5348-14', '5348-15', '5348-16', '5348-17', '5348-18', '5348-19', '5348-20', '5348-21', '5348-22', '5348-23', '5348-24', '5348-25', '5348-26', '5348-27', '5348-28', '5348-29', '5348-30', '5348-31', '5348-32', '5348-33', '5348-34', '5348-35', '5348-36', '5348-37', '5348-38', '5348-39', '5348-40', '5348-41', '5348-42', '5348-43', '5348-44', '5348-45', '5348-46', '5348-47', '5348-48', '5348-49', '5348-50', '5348-51', '5348-52', '5348-53']",5536
Vi si recò per chiedere di lei. »,UNLABELLED,UNLABELLED,UNLABELLED,7,9,481284,481316,Vi si recò per chiedere di lei.»,"['5349-1', '5349-2', '5349-3', '5349-4', '5349-5', '5349-6', '5349-7', '5349-8', '5349-9']",5537
« Ebbene ? »,UNLABELLED,UNLABELLED,UNLABELLED,1,4,481320,481329,«Ebbene?»,"['5350-1', '5350-2', '5350-3', '5350-4']",5538
chiesi.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,481330,481337,chiesi.,"['5351-1', '5351-2']",5539
(Pensavo che il sottotenente aveva un ’ inguaribile tendenza alle complicazioni.),Conqueror,UNLABELLED,Conqueror,10,14,481338,481417,(Pensavo che il sottotenente aveva un’inguaribile tendenza alle complicazioni.),"['5352-1', '5352-2', '5352-3', '5352-4', '5352-5', '5352-6', '5352-7', '5352-8', '5352-9', '5352-10', '5352-11', '5352-12', '5352-13', '5352-14']",5540
"« Ebbene, » continuò « gli operai del cantiere, sempre in cerca di un pretesto per divertirsi, fecero credere al giovane che la donna era realmente al cantiere, chiusa in una tenda.",Conqueror,UNLABELLED,Conqueror,29,37,481421,481599,"«Ebbene,» continuò «gli operai del cantiere, sempre in cerca di un pretesto per divertirsi, fecero credere al giovane che la donna era realmente al cantiere, chiusa in una tenda.","['5353-1', '5353-2', '5353-3', '5353-4', '5353-5', '5353-6', '5353-7', '5353-8', '5353-9', '5353-10', '5353-11', '5353-12', '5353-13', '5353-14', '5353-15', '5353-16', '5353-17', '5353-18', '5353-19', '5353-20', '5353-21', '5353-22', '5353-23', '5353-24', '5353-25', '5353-26', '5353-27', '5353-28', '5353-29', '5353-30', '5353-31', '5353-32', '5353-33', '5353-34', '5353-35', '5353-36', '5353-37']",5541
Forse quella del dottore ?,UNLABELLED,UNLABELLED,UNLABELLED,4,5,481600,481625,Forse quella del dottore?,"['5354-1', '5354-2', '5354-3', '5354-4', '5354-5']",5542
Inutile chiederselo.,UNLABELLED,UNLABELLED,UNLABELLED,2,3,481626,481646,Inutile chiederselo.,"['5355-1', '5355-2', '5355-3']",5543
"Ne seguì che il giovane, frenando la gelosia (che costoro evitano perché danno alle cose il loro giusto valore), attese sino al tramonto, e forse lo scherzo gli parve eccessivo.",Indigenous,UNLABELLED,Indigenous,30,36,481647,481824,"Ne seguì che il giovane, frenando la gelosia (che costoro evitano perché danno alle cose il loro giusto valore), attese sino al tramonto, e forse lo scherzo gli parve eccessivo.","['5356-1', '5356-2', '5356-3', '5356-4', '5356-5', '5356-6', '5356-7', '5356-8', '5356-9', '5356-10', '5356-11', '5356-12', '5356-13', '5356-14', '5356-15', '5356-16', '5356-17', '5356-18', '5356-19', '5356-20', '5356-21', '5356-22', '5356-23', '5356-24', '5356-25', '5356-26', '5356-27', '5356-28', '5356-29', '5356-30', '5356-31', '5356-32', '5356-33', '5356-34', '5356-35', '5356-36']",5544
"Allora, con la canna, sciupando irrimediabilmente la sua carta di sottomissione, colpì un operaio. »",UNLABELLED,UNLABELLED,UNLABELLED,14,19,481825,481924,"Allora, con la canna, sciupando irrimediabilmente la sua carta di sottomissione, colpì un operaio.»","['5357-1', '5357-2', '5357-3', '5357-4', '5357-5', '5357-6', '5357-7', '5357-8', '5357-9', '5357-10', '5357-11', '5357-12', '5357-13', '5357-14', '5357-15', '5357-16', '5357-17', '5357-18', '5357-19']",5545
« Un operaio ? »,UNLABELLED,UNLABELLED,UNLABELLED,2,5,481928,481941,«Un operaio?»,"['5358-1', '5358-2', '5358-3', '5358-4', '5358-5']",5546
chiesi.,UNLABELLED,UNLABELLED,UNLABELLED,1,2,481942,481949,chiesi.,"['5359-1', '5359-2']",5547
"Quasi prevenendomi, il sottotenente rispose: « Sì, e possiamo almeno sperare che si tratti dell ’ operaio biondo ».",UNLABELLED,UNLABELLED,UNLABELLED,16,23,481953,482064,"Quasi prevenendomi, il sottotenente rispose: «Sì, e possiamo almeno sperare che si tratti dell’operaio biondo».","['5360-1', '5360-2', '5360-3', '5360-4', '5360-5', '5360-6', '5360-7', '5360-8', '5360-9', '5360-10', '5360-11', '5360-12', '5360-13', '5360-14', '5360-15', '5360-16', '5360-17', '5360-18', '5360-19', '5360-20', '5360-21', '5360-22', '5360-23']",5548
« E impiccarono il giovane per questo ? »,UNLABELLED,UNLABELLED,UNLABELLED,6,9,482068,482106,«E impiccarono il giovane per questo?»,"['5361-1', '5361-2', '5361-3', '5361-4', '5361-5', '5361-6', '5361-7', '5361-8', '5361-9']",5549
