segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id,pos_tags,lemmas,pos_counts,pos_distribution,dominant_pos,lexical_diversity,function_content_ratio,total_tokens
"Pure ogni tanto la strada, dalla parte del fiume, si apriva a qualche sentiero che, dopo brevi giravolte, precipitava verso la boscaglia.",Description,Landscape,Description_Landscape,22,27,2868,3005,"Pure ogni tanto la strada, dalla parte del fiume, si apriva a qualche sentiero che, dopo brevi giravolte, precipitava verso la boscaglia.","['36-1', '36-2', '36-3', '36-4', '36-5', '36-6', '36-7', '36-8', '36-9', '36-10', '36-11', '36-12', '36-13', '36-14', '36-15', '36-16', '36-17', '36-18', '36-19', '36-20', '36-21', '36-22', '36-23', '36-24', '36-25', '36-26', '36-27']",41,"['ADV', 'DET', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['pure', 'ogni', 'tanto', 'il', 'strada', ',', 'da', 'il', 'parte', 'di', 'il', 'fiume', ',', 'si', 'aprire', 'a', 'qualche', 'sentiero', 'che', ',', 'dopo', 'breve', 'giravolta', ',', 'precipitare', 'verso', 'il', 'boscaglia', '.']","{'ADV': 1, 'DET': 6, 'NOUN': 7, 'PUNCT': 5, 'ADP': 5, 'PRON': 2, 'VERB': 2, 'ADJ': 1}","{'ADV': 0.034482758620689655, 'DET': 0.20689655172413793, 'NOUN': 0.2413793103448276, 'PUNCT': 0.1724137931034483, 'ADP': 0.1724137931034483, 'PRON': 0.06896551724137931, 'VERB': 0.06896551724137931, 'ADJ': 0.034482758620689655}",NOUN,0.7931034482758621,1.1818181818181819,29
"Trascurai, dunque, le scorciatoie e dopo due ore (il caldo era aumentato e gli alberi spaventosamente cresciuti, ma sempre più di cartapesta, sempre più vecchi e untuosi, come santi di una religione scaduta), vidi che la boscaglia infittiva e che la strada diventava calda e sabbiosa.",Description,Landscape,Description_Landscape,46,55,3009,3293,"Trascurai, dunque, le scorciatoie e dopo due ore (il caldo era aumentato e gli alberi spaventosamente cresciuti, ma sempre più di cartapesta, sempre più vecchi e untuosi, come santi di una religione scaduta), vidi che la boscaglia infittiva e che la strada diventava calda e sabbiosa.","['37-1', '37-2', '37-3', '37-4', '37-5', '37-6', '37-7', '37-8', '37-9', '37-10', '37-11', '37-12', '37-13', '37-14', '37-15', '37-16', '37-17', '37-18', '37-19', '37-20', '37-21', '37-22', '37-23', '37-24', '37-25', '37-26', '37-27', '37-28', '37-29', '37-30', '37-31', '37-32', '37-33', '37-34', '37-35', '37-36', '37-37', '37-38', '37-39', '37-40', '37-41', '37-42', '37-43', '37-44', '37-45', '37-46', '37-47', '37-48', '37-49', '37-50', '37-51', '37-52', '37-53', '37-54', '37-55']",42,"['VERB', 'PUNCT', 'ADV', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PUNCT', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']","['trascurare', ',', 'dunque', ',', 'il', 'scorciatoie', 'e', 'dopo', 'due', 'ora', '(', 'il', 'caldo', 'essere', 'aumentare', 'e', 'il', 'albero', 'spaventosamente', 'crescere', ',', 'ma', 'sempre', 'più', 'di', 'cartapesta', ',', 'sempre', 'più', 'vecchio', 'e', 'untuoso', ',', 'come', 'santo', 'di', 'uno', 'religione', 'scaduto', ')', ',', 'vedere', 'che', 'il', 'boscaglia', 'infittivo', 'e', 'che', 'il', 'strada', 'diventare', 'caldo', 'e', 'sabbioso', '.']","{'VERB': 5, 'PUNCT': 9, 'ADV': 6, 'DET': 6, 'NOUN': 9, 'CCONJ': 6, 'ADP': 4, 'NUM': 1, 'AUX': 1, 'ADJ': 6, 'SCONJ': 2}","{'VERB': 0.09090909090909091, 'PUNCT': 0.16363636363636364, 'ADV': 0.10909090909090909, 'DET': 0.10909090909090909, 'NOUN': 0.16363636363636364, 'CCONJ': 0.10909090909090909, 'ADP': 0.07272727272727272, 'NUM': 0.01818181818181818, 'AUX': 0.01818181818181818, 'ADJ': 0.10909090909090909, 'SCONJ': 0.03636363636363636}",PUNCT,0.6727272727272727,0.7307692307692307,55
"Tra i grossi alberi c ’ era ancora qualche croce e sotto la sabbia calda, nelle cassette della carne in scatola e delle gallette, c ’ era ancora qualche cadavere.",Description,Landscape,Description_Landscape,28,33,3371,3529,"Tra i grossi alberi c’era ancora qualche croce e sotto la sabbia calda, nelle cassette della carne in scatola e delle gallette, c’era ancora qualche cadavere.","['40-1', '40-2', '40-3', '40-4', '40-5', '40-6', '40-7', '40-8', '40-9', '40-10', '40-11', '40-12', '40-13', '40-14', '40-15', '40-16', '40-17', '40-18', '40-19', '40-20', '40-21', '40-22', '40-23', '40-24', '40-25', '40-26', '40-27', '40-28', '40-29', '40-30', '40-31', '40-32', '40-33']",45,"['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'AUX', 'ADV', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'AUX', 'ADV', 'DET', 'NOUN', 'PUNCT']","['tra', 'il', 'grosso', 'albero', 'c', '’', 'essere', 'ancora', 'qualche', 'croce', 'e', 'sotto', 'il', 'sabbia', 'caldo', ',', 'in', 'il', 'cassetta', 'di', 'il', 'carne', 'in', 'scatola', 'e', 'di', 'il', 'galletta', ',', 'c', '’', 'essere', 'ancora', 'qualche', 'cadavere', '.']","{'ADP': 6, 'DET': 7, 'ADJ': 2, 'NOUN': 10, 'PUNCT': 5, 'AUX': 2, 'ADV': 2, 'CCONJ': 2}","{'ADP': 0.16666666666666666, 'DET': 0.19444444444444445, 'ADJ': 0.05555555555555555, 'NOUN': 0.2777777777777778, 'PUNCT': 0.1388888888888889, 'AUX': 0.05555555555555555, 'ADV': 0.05555555555555555, 'CCONJ': 0.05555555555555555}",NOUN,0.6388888888888888,1.2142857142857142,36
Qualche soldato che s ’ era fermato dicendo: « Non ce la faccio » e aveva anche penato a convincere il sergente e poi il tenente e poi il capitano che lo lasciassero a riposare,Conqueror,UNLABELLED,Conqueror,32,36,3530,3702,Qualche soldato che s’era fermato dicendo: «Non ce la faccio» e aveva anche penato a convincere il sergente e poi il tenente e poi il capitano che lo lasciassero a riposare.,"['41-1', '41-2', '41-3', '41-4', '41-5', '41-6', '41-7', '41-8', '41-9', '41-10', '41-11', '41-12', '41-13', '41-14', '41-15', '41-16', '41-17', '41-18', '41-19', '41-20', '41-21', '41-22', '41-23', '41-24', '41-25', '41-26', '41-27', '41-28', '41-29', '41-30', '41-31', '41-32', '41-33', '41-34', '41-35', '41-36']",46,"['DET', 'NOUN', 'PRON', 'INTJ', 'PUNCT', 'AUX', 'VERB', 'VERB', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'AUX', 'ADV', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'DET', 'NOUN', 'CCONJ', 'ADV', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADP', 'VERB']","['qualche', 'soldato', 'che', 's', '’', 'essere', 'fermare', 'dire', ':', '«', 'non', 'ce', 'la', 'fare', '»', 'e', 'avere', 'anche', 'penare', 'a', 'convincere', 'il', 'sergente', 'e', 'poi', 'il', 'tenente', 'e', 'poi', 'il', 'capitano', 'che', 'lo', 'lasciare', 'a', 'riposare']","{'DET': 4, 'NOUN': 4, 'PRON': 5, 'INTJ': 1, 'PUNCT': 4, 'AUX': 2, 'VERB': 7, 'ADV': 4, 'CCONJ': 3, 'ADP': 2}","{'DET': 0.1111111111111111, 'NOUN': 0.1111111111111111, 'PRON': 0.1388888888888889, 'INTJ': 0.027777777777777776, 'PUNCT': 0.1111111111111111, 'AUX': 0.05555555555555555, 'VERB': 0.19444444444444445, 'ADV': 0.1111111111111111, 'CCONJ': 0.08333333333333333, 'ADP': 0.05555555555555555}",VERB,0.8055555555555556,1.0,36
"Una cassetta serve sempre, e chi ne possiede appena una si allieta la tenda di un mobile straordinario: nei periodi di calma fa in tempo a mettervi il ritratto della donna amata, tra un libro e la borsa del tabacco.",Conqueror,UNLABELLED,Conqueror,40,44,3987,4202,"Una cassetta serve sempre, e chi ne possiede appena una si allieta la tenda di un mobile straordinario: nei periodi di calma fa in tempo a mettervi il ritratto della donna amata, tra un libro e la borsa del tabacco.","['45-1', '45-2', '45-3', '45-4', '45-5', '45-6', '45-7', '45-8', '45-9', '45-10', '45-11', '45-12', '45-13', '45-14', '45-15', '45-16', '45-17', '45-18', '45-19', '45-20', '45-21', '45-22', '45-23', '45-24', '45-25', '45-26', '45-27', '45-28', '45-29', '45-30', '45-31', '45-32', '45-33', '45-34', '45-35', '45-36', '45-37', '45-38', '45-39', '45-40', '45-41', '45-42', '45-43', '45-44']",51,"['DET', 'NOUN', 'VERB', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'VERB', 'SCONJ', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'VERB', 'PRON', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['uno', 'cassetta', 'servire', 'sempre', ',', 'e', 'chi', 'ne', 'possedere', 'appena', 'uno', 'si', 'allietare', 'il', 'tenda', 'di', 'uno', 'mobile', 'straordinario', ':', 'in', 'il', 'periodo', 'di', 'calma', 'fare', 'in', 'tempo', 'a', 'mettere', 'vi', 'il', 'ritratto', 'di', 'il', 'donna', 'amato', ',', 'tra', 'uno', 'libro', 'e', 'il', 'borsa', 'di', 'il', 'tabacco', '.']","{'DET': 9, 'NOUN': 11, 'VERB': 5, 'ADV': 1, 'PUNCT': 4, 'CCONJ': 2, 'PRON': 5, 'SCONJ': 1, 'ADP': 8, 'ADJ': 2}","{'DET': 0.1875, 'NOUN': 0.22916666666666666, 'VERB': 0.10416666666666667, 'ADV': 0.020833333333333332, 'PUNCT': 0.08333333333333333, 'CCONJ': 0.041666666666666664, 'PRON': 0.10416666666666667, 'SCONJ': 0.020833333333333332, 'ADP': 0.16666666666666666, 'ADJ': 0.041666666666666664}",NOUN,0.7083333333333334,1.3157894736842106,48
"E non è tanto difficile procurarsi una donna da amare, quanto procurarsi una cassetta.",Conqueror,UNLABELLED,Conqueror,14,16,4203,4289,"E non è tanto difficile procurarsi una donna da amare, quanto procurarsi una cassetta.","['46-1', '46-2', '46-3', '46-4', '46-5', '46-6', '46-7', '46-8', '46-9', '46-10', '46-11', '46-12', '46-13', '46-14', '46-15', '46-16']",52,"['CCONJ', 'ADV', 'AUX', 'ADV', 'ADJ', 'VERB', 'PRON', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT']","['e', 'non', 'essere', 'tanto', 'difficile', 'procurare', 'si', 'uno', 'donna', 'da', 'amare', ',', 'quanto', 'procurare', 'si', 'uno', 'cassetta', '.']","{'CCONJ': 1, 'ADV': 3, 'AUX': 1, 'ADJ': 1, 'VERB': 3, 'PRON': 2, 'DET': 2, 'NOUN': 2, 'ADP': 1, 'PUNCT': 2}","{'CCONJ': 0.05555555555555555, 'ADV': 0.16666666666666666, 'AUX': 0.05555555555555555, 'ADJ': 0.05555555555555555, 'VERB': 0.16666666666666666, 'PRON': 0.1111111111111111, 'DET': 0.1111111111111111, 'NOUN': 0.1111111111111111, 'ADP': 0.05555555555555555, 'PUNCT': 0.1111111111111111}",ADV,0.8333333333333334,0.7777777777777778,18
"Stavano seduti davanti alle loro tende, chiacchierando col carabiniere del posto di blocco, ancora sorpresi di essere capitati laggiù, in quella terra così diversa dall ’ Africa che avevano immaginata.",Conqueror,UNLABELLED,Conqueror,29,34,4474,4673,"Stavano seduti davanti alle loro tende, chiacchierando col carabiniere del posto di blocco, ancora sorpresi di essere capitati laggiù, in quella terra così diversa dall’Africa che avevano immaginata.","['50-1', '50-2', '50-3', '50-4', '50-5', '50-6', '50-7', '50-8', '50-9', '50-10', '50-11', '50-12', '50-13', '50-14', '50-15', '50-16', '50-17', '50-18', '50-19', '50-20', '50-21', '50-22', '50-23', '50-24', '50-25', '50-26', '50-27', '50-28', '50-29', '50-30', '50-31', '50-32', '50-33', '50-34']",56,"['AUX', 'VERB', 'ADV', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'AUX', 'VERB', 'ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'PRON', 'AUX', 'VERB', 'PUNCT']","['stare', 'sedere', 'davanti', 'a', 'il', 'loro', 'tenda', ',', 'chiacchierare', 'cossemél', 'carabiniere', 'di', 'il', 'posto', 'di', 'blocco', ',', 'ancora', 'sorprendere', 'di', 'essere', 'capitare', 'laggiù', ',', 'in', 'quello', 'terra', 'così', 'diverso', 'dall', '’', 'Africa', 'che', 'avere', 'immaginare', '.']","{'AUX': 3, 'VERB': 5, 'ADV': 4, 'ADP': 6, 'DET': 6, 'NOUN': 5, 'PUNCT': 4, 'ADJ': 1, 'PROPN': 1, 'PRON': 1}","{'AUX': 0.08333333333333333, 'VERB': 0.1388888888888889, 'ADV': 0.1111111111111111, 'ADP': 0.16666666666666666, 'DET': 0.16666666666666666, 'NOUN': 0.1388888888888889, 'PUNCT': 0.1111111111111111, 'ADJ': 0.027777777777777776, 'PROPN': 0.027777777777777776, 'PRON': 0.027777777777777776}",ADP,0.8611111111111112,1.0,36
"Non mi aspettavo certo di suscitare molto interesse, ma quegli operai non fecero commenti, né proposero soluzioni.",Conqueror,UNLABELLED,Conqueror,17,20,5565,5679,"Non mi aspettavo certo di suscitare molto interesse, ma quegli operai non fecero commenti, né proposero soluzioni.","['64-1', '64-2', '64-3', '64-4', '64-5', '64-6', '64-7', '64-8', '64-9', '64-10', '64-11', '64-12', '64-13', '64-14', '64-15', '64-16', '64-17', '64-18', '64-19', '64-20']",70,"['ADV', 'PRON', 'VERB', 'ADV', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'NOUN', 'PUNCT']","['non', 'mi', 'aspettare', 'certo', 'di', 'suscitare', 'molto', 'interesse', ',', 'ma', 'quello', 'operaio', 'non', 'fare', 'commento', ',', 'né', 'proporre', 'soluzione', '.']","{'ADV': 4, 'PRON': 1, 'VERB': 4, 'ADP': 1, 'DET': 2, 'NOUN': 4, 'PUNCT': 3, 'CCONJ': 1}","{'ADV': 0.2, 'PRON': 0.05, 'VERB': 0.2, 'ADP': 0.05, 'DET': 0.1, 'NOUN': 0.2, 'PUNCT': 0.15, 'CCONJ': 0.05}",ADV,0.9,0.4166666666666667,20
"Gli operai si insultavano scherzosamente, in dialetto, cavando anche in questa occasione argomenti regionalistici.",Conqueror,UNLABELLED,Conqueror,14,17,6466,6580,"Gli operai si insultavano scherzosamente, in dialetto, cavando anche in questa occasione argomenti regionalistici.","['74-1', '74-2', '74-3', '74-4', '74-5', '74-6', '74-7', '74-8', '74-9', '74-10', '74-11', '74-12', '74-13', '74-14', '74-15', '74-16', '74-17']",80,"['DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADJ', 'PUNCT']","['il', 'operaio', 'si', 'insultare', 'scherzosamente', ',', 'in', 'dialetto', ',', 'cavare', 'anche', 'in', 'questo', 'occasione', 'argomento', 'regionalistico', '.']","{'DET': 2, 'NOUN': 4, 'PRON': 1, 'VERB': 2, 'ADV': 2, 'PUNCT': 3, 'ADP': 2, 'ADJ': 1}","{'DET': 0.11764705882352941, 'NOUN': 0.23529411764705882, 'PRON': 0.058823529411764705, 'VERB': 0.11764705882352941, 'ADV': 0.11764705882352941, 'PUNCT': 0.17647058823529413, 'ADP': 0.11764705882352941, 'ADJ': 0.058823529411764705}",NOUN,0.8823529411764706,0.5555555555555556,17
"Piuttosto timido, quando lo guardai si impappinò a ripetermi la sua opinione, che non voleva essere affatto ironica.",Conqueror,UNLABELLED,Conqueror,18,21,6861,6977,"Piuttosto timido, quando lo guardai si impappinò a ripetermi la sua opinione, che non voleva essere affatto ironica.","['78-1', '78-2', '78-3', '78-4', '78-5', '78-6', '78-7', '78-8', '78-9', '78-10', '78-11', '78-12', '78-13', '78-14', '78-15', '78-16', '78-17', '78-18', '78-19', '78-20', '78-21']",84,"['ADV', 'ADJ', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'VERB', 'PRON', 'DET', 'DET', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'AUX', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['piuttosto', 'timido', ',', 'quando', 'lo', 'guardare', 'si', 'impappinare', 'a', 'ripetere', 'mi', 'il', 'suo', 'opinione', ',', 'che', 'non', 'volere', 'essere', 'affatto', 'ironico', '.']","{'ADV': 3, 'ADJ': 2, 'PUNCT': 3, 'SCONJ': 1, 'PRON': 4, 'VERB': 3, 'ADP': 1, 'DET': 2, 'NOUN': 1, 'AUX': 2}","{'ADV': 0.13636363636363635, 'ADJ': 0.09090909090909091, 'PUNCT': 0.13636363636363635, 'SCONJ': 0.045454545454545456, 'PRON': 0.18181818181818182, 'VERB': 0.13636363636363635, 'ADP': 0.045454545454545456, 'DET': 0.09090909090909091, 'NOUN': 0.045454545454545456, 'AUX': 0.09090909090909091}",PRON,0.9545454545454546,1.1111111111111112,22
"Restò fermo a guardarmi, aspettando che gli chiedessi dov ’ era la scorciatoia.",Conqueror,UNLABELLED,Conqueror,12,15,7320,7397,"Restò fermo a guardarmi, aspettando che gli chiedessi dov’era la scorciatoia.","['82-1', '82-2', '82-3', '82-4', '82-5', '82-6', '82-7', '82-8', '82-9', '82-10', '82-11', '82-12', '82-13', '82-14', '82-15']",88,"['VERB', 'ADJ', 'ADP', 'VERB', 'PRON', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'VERB', 'SCONJ', 'PUNCT', 'AUX', 'DET', 'NOUN', 'PUNCT']","['restare', 'fermo', 'a', 'guardare', 'mi', ',', 'aspettare', 'che', 'gli', 'chiedere', 'dov', '’', 'essere', 'il', 'scorciatoia', '.']","{'VERB': 4, 'ADJ': 1, 'ADP': 1, 'PRON': 2, 'PUNCT': 3, 'SCONJ': 2, 'AUX': 1, 'DET': 1, 'NOUN': 1}","{'VERB': 0.25, 'ADJ': 0.0625, 'ADP': 0.0625, 'PRON': 0.125, 'PUNCT': 0.1875, 'SCONJ': 0.125, 'AUX': 0.0625, 'DET': 0.0625, 'NOUN': 0.0625}",VERB,1.0,1.1666666666666667,16
"Aveva una di quelle facce gentili da operaio, che si sono viste almeno una volta, forse affacciandosi dal finestrino di un treno.",Description,Soldier,Description_Soldier,22,25,7438,7567,"Aveva una di quelle facce gentili da operaio, che si sono viste almeno una volta, forse affacciandosi dal finestrino di un treno.","['84-1', '84-2', '84-3', '84-4', '84-5', '84-6', '84-7', '84-8', '84-9', '84-10', '84-11', '84-12', '84-13', '84-14', '84-15', '84-16', '84-17', '84-18', '84-19', '84-20', '84-21', '84-22', '84-23', '84-24', '84-25']",90,"['VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'AUX', 'VERB', 'ADV', 'DET', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['avere', 'uno', 'di', 'quello', 'faccia', 'gentile', 'da', 'operaio', ',', 'che', 'si', 'essere', 'vedere', 'almeno', 'uno', 'volta', ',', 'forse', 'affacciare', 'si', 'da', 'il', 'finestrino', 'di', 'uno', 'treno', '.']","{'VERB': 3, 'PRON': 4, 'ADP': 4, 'DET': 4, 'NOUN': 5, 'ADJ': 1, 'PUNCT': 3, 'AUX': 1, 'ADV': 2}","{'VERB': 0.1111111111111111, 'PRON': 0.14814814814814814, 'ADP': 0.14814814814814814, 'DET': 0.14814814814814814, 'NOUN': 0.18518518518518517, 'ADJ': 0.037037037037037035, 'PUNCT': 0.1111111111111111, 'AUX': 0.037037037037037035, 'ADV': 0.07407407407407407}",NOUN,0.7777777777777778,1.1818181818181819,27
Aveva accettato per timidezza e ora mi guardava con due occhi di inferiore premiato.,Conqueror,UNLABELLED,Conqueror,14,15,8185,8269,Aveva accettato per timidezza e ora mi guardava con due occhi di inferiore premiato.,"['91-1', '91-2', '91-3', '91-4', '91-5', '91-6', '91-7', '91-8', '91-9', '91-10', '91-11', '91-12', '91-13', '91-14', '91-15']",97,"['AUX', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'PRON', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADP', 'ADJ', 'VERB', 'PUNCT']","['avere', 'accettare', 'per', 'timidezza', 'e', 'ora', 'mi', 'guardare', 'con', 'due', 'occhio', 'di', 'inferiore', 'premiare', '.']","{'AUX': 1, 'VERB': 3, 'ADP': 3, 'NOUN': 2, 'CCONJ': 1, 'ADV': 1, 'PRON': 1, 'NUM': 1, 'ADJ': 1, 'PUNCT': 1}","{'AUX': 0.06666666666666667, 'VERB': 0.2, 'ADP': 0.2, 'NOUN': 0.13333333333333333, 'CCONJ': 0.06666666666666667, 'ADV': 0.06666666666666667, 'PRON': 0.06666666666666667, 'NUM': 0.06666666666666667, 'ADJ': 0.06666666666666667, 'PUNCT': 0.06666666666666667}",VERB,1.0,0.8571428571428571,15
"E aggiunse un ’ osservazione scherzosa che aveva indubbiamente sentita da altri; si vergognava a riferirla, ma si decise: « Segua sempre il puzzo dei muli morti ».",Conqueror,UNLABELLED,Conqueror,25,32,8320,8479,"E aggiunse un’osservazione scherzosa che aveva indubbiamente sentita da altri; si vergognava a riferirla, ma si decise: «Segua sempre il puzzo dei muli morti».","['93-1', '93-2', '93-3', '93-4', '93-5', '93-6', '93-7', '93-8', '93-9', '93-10', '93-11', '93-12', '93-13', '93-14', '93-15', '93-16', '93-17', '93-18', '93-19', '93-20', '93-21', '93-22', '93-23', '93-24', '93-25', '93-26', '93-27', '93-28', '93-29', '93-30', '93-31', '93-32']",99,"['CCONJ', 'VERB', 'DET', 'PUNCT', 'NOUN', 'ADJ', 'PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADP', 'VERB', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PUNCT']","['e', 'aggiungere', 'uno', '’', 'osservazione', 'scherzoso', 'che', 'avere', 'indubbiamente', 'sentire', 'da', 'altro', ';', 'si', 'vergognare', 'a', 'riferire', 'la', ',', 'ma', 'si', 'decidere', ':', '«', 'seguire', 'sempre', 'il', 'puzzo', 'di', 'il', 'mulo', 'morto', '»', '.']","{'CCONJ': 2, 'VERB': 6, 'DET': 3, 'PUNCT': 7, 'NOUN': 3, 'ADJ': 2, 'PRON': 5, 'AUX': 1, 'ADV': 2, 'ADP': 3}","{'CCONJ': 0.058823529411764705, 'VERB': 0.17647058823529413, 'DET': 0.08823529411764706, 'PUNCT': 0.20588235294117646, 'NOUN': 0.08823529411764706, 'ADJ': 0.058823529411764705, 'PRON': 0.14705882352941177, 'AUX': 0.029411764705882353, 'ADV': 0.058823529411764705, 'ADP': 0.08823529411764706}",PUNCT,0.9411764705882353,1.0769230769230769,34
"C ’ era stata una moria tra i muli della Sussistenza e tutti i sentieri dell ’ Africa puzzavano ormai di muli morti, di resti di muli divorati dagli animali notturni, di teschi che ridevano e brulicavano di vermi.",Description,Landscape,Description_Landscape,37,42,8500,8709,"C’era stata una moria tra i muli della Sussistenza e tutti i sentieri dell’Africa puzzavano ormai di muli morti, di resti di muli divorati dagli animali notturni, di teschi che ridevano e brulicavano di vermi.","['95-1', '95-2', '95-3', '95-4', '95-5', '95-6', '95-7', '95-8', '95-9', '95-10', '95-11', '95-12', '95-13', '95-14', '95-15', '95-16', '95-17', '95-18', '95-19', '95-20', '95-21', '95-22', '95-23', '95-24', '95-25', '95-26', '95-27', '95-28', '95-29', '95-30', '95-31', '95-32', '95-33', '95-34', '95-35', '95-36', '95-37', '95-38', '95-39', '95-40', '95-41', '95-42']",101,"['PROPN', 'PUNCT', 'AUX', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['C', '’', 'essere', 'essere', 'uno', 'moria', 'tra', 'il', 'mulo', 'di', 'il', 'sussistenza', 'e', 'tutto', 'il', 'sentiero', 'dell', '’', 'Africa', 'puzzare', 'ormai', 'di', 'mulo', 'morto', ',', 'di', 'resto', 'di', 'mulo', 'divorare', 'da', 'il', 'animale', 'notturno', ',', 'di', 'teschio', 'che', 'ridere', 'e', 'brulicare', 'di', 'verme', '.']","{'PROPN': 2, 'PUNCT': 4, 'AUX': 2, 'DET': 7, 'NOUN': 10, 'ADP': 9, 'CCONJ': 2, 'VERB': 4, 'ADV': 1, 'ADJ': 2, 'PRON': 1}","{'PROPN': 0.045454545454545456, 'PUNCT': 0.09090909090909091, 'AUX': 0.045454545454545456, 'DET': 0.1590909090909091, 'NOUN': 0.22727272727272727, 'ADP': 0.20454545454545456, 'CCONJ': 0.045454545454545456, 'VERB': 0.09090909090909091, 'ADV': 0.022727272727272728, 'ADJ': 0.045454545454545456, 'PRON': 0.022727272727272728}",NOUN,0.6818181818181818,1.105263157894737,44
